id,pick_key,created_at,updated_at,source,fixture_id,league,match_name,home_team,away_team,match_date,market,bet_name,odds,confidence,edge,ev,probability,stake,status,result,profit,roi,home_goals,away_goals,result_score,settlement_source,settled_at,raw_json,match
180,1492295|fluminense vs rb bragantino|OVER_1.5|3.15|2026-07-17T23:00:00+00:00,2026-07-17T02:02:40+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1492295,Serie A,Fluminense vs RB Bragantino,Fluminense,RB Bragantino,2026-07-17T23:00:00+00:00,OVER_1.5,Over 1.5,3.15,75.47,0.1509,1.3773,0.7547,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""c167c6e1d3c53432cb8ec335"", ""fixture_id"": 1492295, ""odds_event_id"": """", ""home_team"": ""Fluminense"", ""away_team"": ""RB Bragantino"", ""home"": ""Fluminense"", ""away"": ""RB Bragantino"", ""match_date"": ""2026-07-17T23:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Fluminense vs RB Bragantino"", ""match"": ""Fluminense vs RB Bragantino"", ""market"": ""OVER_1.5"", ""signal"": ""Over 1.5"", ""typ"": ""Over 1.5"", ""bookmaker"": ""Betano"", ""odds_api_market"": ""totals"", ""closing_outcome_name"": ""Over"", ""kurs_buk"": 3.15, ""odds"": 3.15, ""kurs_model"": 1.27, ""kurs_bota"": 1.33, ""fair_odds"": 1.33, ""prawd_model"": 0.7888, ""prawd_rynek"": 0.6557, ""prawd_final"": 0.7547, ""confidence"": 75.47, ""xg_probability"": 0.7887522367458523, ""bayesian_probability"": 0.7688000569716793, ""ensemble_probability"": 0.7411, ""edge"": 0.1509, ""ev"": 1.3773, ""ev_percent"": 137.73, ""kelly_full"": 0.6406, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.6406, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.2, ""away_xg"": 1.65, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 0.4841, ""marza_%"": -51.59, ""risk_level"": ""TOP"", ""ai_risk"": ""LOW"", ""risk"": ""LOW"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.7547000398801754, ""advanced_total_xg"": 2.85, ""advanced_over25_prob"": 95.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 77.27, ""meta_probability"": 75.19, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 27.6, ""ai_pick_score"": 71.65, ""best_pick"": true, ""best_pick_label"": ""BEST PICK"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Fluminense vs RB Bragantino
181,1492295|fluminense vs rb bragantino|DOUBLE_X2|1.89|2026-07-17T23:00:00+00:00,2026-07-17T02:02:40+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1492295,Serie A,Fluminense vs RB Bragantino,Fluminense,RB Bragantino,2026-07-17T23:00:00+00:00,DOUBLE_X2,X2,1.89,68.62,0.2969,0.2969,0.6862,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""8b1bffed759c66e30326c76a"", ""fixture_id"": 1492295, ""odds_event_id"": """", ""home_team"": ""Fluminense"", ""away_team"": ""RB Bragantino"", ""home"": ""Fluminense"", ""away"": ""RB Bragantino"", ""match_date"": ""2026-07-17T23:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Fluminense vs RB Bragantino"", ""match"": ""Fluminense vs RB Bragantino"", ""market"": ""DOUBLE_X2"", ""signal"": ""X2"", ""typ"": ""X2"", ""bookmaker"": ""SBO"", ""odds_api_market"": ""double_chance"", ""closing_outcome_name"": ""Draw/Away"", ""kurs_buk"": 1.89, ""odds"": 1.89, ""kurs_model"": 1.36, ""kurs_bota"": 1.46, ""fair_odds"": 1.46, ""prawd_model"": 0.7335, ""prawd_rynek"": 0.5291, ""prawd_final"": 0.6862, ""confidence"": 68.62, ""xg_probability"": 0.733488702598979, ""bayesian_probability"": 0.7028304765742116, ""ensemble_probability"": 0.6602, ""edge"": 0.2969, ""ev"": 0.2969, ""ev_percent"": 29.69, ""kelly_full"": 0.3336, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.3336, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.2, ""away_xg"": 1.65, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 1.0, ""marza_%"": 0.0, ""risk_level"": ""TOP"", ""ai_risk"": ""MEDIUM"", ""risk"": ""MEDIUM"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.686201333601948, ""advanced_total_xg"": 2.85, ""advanced_over25_prob"": 95.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 70.42, ""meta_probability"": 67.84, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 23.0, ""ai_pick_score"": 48.41, ""best_pick"": false, ""best_pick_label"": ""STANDARD"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Fluminense vs RB Bragantino
182,1492295|fluminense vs rb bragantino|OVER_0.5|3.0|2026-07-17T23:00:00+00:00,2026-07-17T02:02:40+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1492295,Serie A,Fluminense vs RB Bragantino,Fluminense,RB Bragantino,2026-07-17T23:00:00+00:00,OVER_0.5,Over 0.5,3.0,90.23,0.0715,1.707,0.9023,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""110dc3d6173b13247b0bd16a"", ""fixture_id"": 1492295, ""odds_event_id"": """", ""home_team"": ""Fluminense"", ""away_team"": ""RB Bragantino"", ""home"": ""Fluminense"", ""away"": ""RB Bragantino"", ""match_date"": ""2026-07-17T23:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Fluminense vs RB Bragantino"", ""match"": ""Fluminense vs RB Bragantino"", ""market"": ""OVER_0.5"", ""signal"": ""Over 0.5"", ""typ"": ""Over 0.5"", ""bookmaker"": ""Betano"", ""odds_api_market"": ""totals"", ""closing_outcome_name"": ""Over"", ""kurs_buk"": 3.0, ""odds"": 3.0, ""kurs_model"": 1.07, ""kurs_bota"": 1.11, ""fair_odds"": 1.11, ""prawd_model"": 0.9307, ""prawd_rynek"": 0.8421, ""prawd_final"": 0.9023, ""confidence"": 90.23, ""xg_probability"": 0.9307024040584696, ""bayesian_probability"": 0.9174128329233832, ""ensemble_probability"": 0.899, ""edge"": 0.0715, ""ev"": 1.707, ""ev_percent"": 170.7, ""kelly_full"": 0.8535, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.8535, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.2, ""away_xg"": 1.65, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 0.3958, ""marza_%"": -60.42, ""risk_level"": ""LOW"", ""ai_risk"": ""LOW"", ""risk"": ""LOW"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.9023189830463684, ""advanced_total_xg"": 2.85, ""advanced_over25_prob"": 95.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 92.03, ""meta_probability"": 90.45, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 27.6, ""ai_pick_score"": 85.22, ""best_pick"": true, ""best_pick_label"": ""TOP PICK"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Fluminense vs RB Bragantino
183,1492295|fluminense vs rb bragantino|BTTS_YES|1.95|2026-07-17T23:00:00+00:00,2026-07-17T02:02:40+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1492295,Serie A,Fluminense vs RB Bragantino,Fluminense,RB Bragantino,2026-07-17T23:00:00+00:00,BTTS_YES,BTTS Yes,1.95,55.76,0.127,0.0874,0.5576,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""481e1c81bc7df93d4b02ffcd"", ""fixture_id"": 1492295, ""odds_event_id"": """", ""home_team"": ""Fluminense"", ""away_team"": ""RB Bragantino"", ""home"": ""Fluminense"", ""away"": ""RB Bragantino"", ""match_date"": ""2026-07-17T23:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Fluminense vs RB Bragantino"", ""match"": ""Fluminense vs RB Bragantino"", ""market"": ""BTTS_YES"", ""signal"": ""BTTS Yes"", ""typ"": ""BTTS Yes"", ""bookmaker"": ""Bet365"", ""odds_api_market"": ""btts"", ""closing_outcome_name"": ""Yes"", ""kurs_buk"": 1.95, ""odds"": 1.95, ""kurs_model"": 1.74, ""kurs_bota"": 1.79, ""fair_odds"": 1.79, ""prawd_model"": 0.5761, ""prawd_rynek"": 0.4948, ""prawd_final"": 0.5576, ""confidence"": 55.76, ""xg_probability"": 0.5760531927704804, ""bayesian_probability"": 0.5638680117823694, ""ensemble_probability"": 0.5469, ""edge"": 0.127, ""ev"": 0.0874, ""ev_percent"": 8.74, ""kelly_full"": 0.092, ""kelly_25"": 0.023, ""stage_kelly_fraction"": 0.092, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.2, ""away_xg"": 1.65, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 1.0364, ""marza_%"": 3.64, ""risk_level"": ""LOW"", ""ai_risk"": ""HIGH"", ""risk"": ""HIGH"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.5576376082476586, ""advanced_total_xg"": 2.85, ""advanced_over25_prob"": 95.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 57.56, ""meta_probability"": 55.43, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 23.0, ""ai_pick_score"": 34.65, ""best_pick"": false, ""best_pick_label"": ""STANDARD"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Fluminense vs RB Bragantino
1,1494215|mjallby aif vs vasteras sk fk|OVER_1.5|2.52|2026-07-17T17:00:00+00:00,2026-07-17T01:54:28+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1494215,Allsvenskan,Mjallby AIF vs Vasteras SK FK,Mjallby AIF,Vasteras SK FK,2026-07-17T17:00:00+00:00,OVER_1.5,Over 1.5,2.52,82.99,0.2102,1.0914,0.8299,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""043234610c057f1a6ea7a408"", ""fixture_id"": 1494215, ""odds_event_id"": """", ""home_team"": ""Mjallby AIF"", ""away_team"": ""Vasteras SK FK"", ""home"": ""Mjallby AIF"", ""away"": ""Vasteras SK FK"", ""match_date"": ""2026-07-17T17:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Allsvenskan / Sweden"", ""league"": ""Allsvenskan"", ""country"": ""Sweden"", ""mecz"": ""Mjallby AIF vs Vasteras SK FK"", ""match"": ""Mjallby AIF vs Vasteras SK FK"", ""market"": ""OVER_1.5"", ""signal"": ""Over 1.5"", ""typ"": ""Over 1.5"", ""bookmaker"": ""Betano"", ""odds_api_market"": ""totals"", ""closing_outcome_name"": ""Over"", ""kurs_buk"": 2.52, ""odds"": 2.52, ""kurs_model"": 1.14, ""kurs_bota"": 1.2, ""fair_odds"": 1.2, ""prawd_model"": 0.8782, ""prawd_rynek"": 0.6858, ""prawd_final"": 0.8299, ""confidence"": 82.99, ""xg_probability"": 0.8782064238650814, ""bayesian_probability"": 0.8493432907092593, ""ensemble_probability"": 0.8093, ""edge"": 0.2102, ""ev"": 1.0914, ""ev_percent"": 109.14, ""kelly_full"": 0.718, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.718, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 2.0, ""away_xg"": 1.55, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 0.5786, ""marza_%"": -42.14, ""risk_level"": ""TOP"", ""ai_risk"": ""LOW"", ""risk"": ""LOW"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.8299203034964815, ""advanced_total_xg"": 3.55, ""advanced_over25_prob"": 97.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 87.59, ""meta_probability"": 82.52, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 27.6, ""ai_pick_score"": 71.5, ""best_pick"": true, ""best_pick_label"": ""BEST PICK"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Mjallby AIF vs Vasteras SK FK
2,1492140|bahia vs chapecoense-sc|OVER_1.5|2.4|2026-07-17T22:30:00+00:00,2026-07-17T01:54:28+00:00,2026-07-17T01:55:02+00:00,auto_all_picks.csv,1492140,Serie A,Bahia vs Chapecoense-sc,Bahia,Chapecoense-sc,2026-07-17T22:30:00+00:00,OVER_1.5,Over 1.5,2.4,79.44,0.1175,0.9065,0.7944,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""71e9f4f40581032d290df36f"", ""fixture_id"": 1492140, ""odds_event_id"": """", ""home_team"": ""Bahia"", ""away_team"": ""Chapecoense-sc"", ""home"": ""Bahia"", ""away"": ""Chapecoense-sc"", ""match_date"": ""2026-07-17T22:30:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 03:50"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Bahia vs Chapecoense-sc"", ""match"": ""Bahia vs Chapecoense-sc"", ""market"": ""OVER_1.5"", ""signal"": ""Over 1.5"", ""typ"": ""Over 1.5"", ""bookmaker"": ""Betano"", ""odds_api_market"": ""totals"", ""closing_outcome_name"": ""Over"", ""kurs_buk"": 2.4, ""odds"": 2.4, ""kurs_model"": 1.21, ""kurs_bota"": 1.26, ""fair_odds"": 1.26, ""prawd_model"": 0.8256, ""prawd_rynek"": 0.7108, ""prawd_final"": 0.7944, ""confidence"": 79.44, ""xg_probability"": 0.8255685751957041, ""bayesian_probability"": 0.8083597949404449, ""ensemble_probability"": 0.7845, ""edge"": 0.1175, ""ev"": 0.9065, ""ev_percent"": 90.65, ""kelly_full"": 0.6475, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.6475, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.9, ""away_xg"": 1.2, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 0.5862, ""marza_%"": -41.38, ""risk_level"": ""TOP"", ""ai_risk"": ""LOW"", ""risk"": ""LOW"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.7943618564583114, ""advanced_total_xg"": 3.1, ""advanced_over25_prob"": 97.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 82.24, ""meta_probability"": 79.33, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 27.6, ""ai_pick_score"": 64.13, ""best_pick"": true, ""best_pick_label"": ""VALUE PICK"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Bahia vs Chapecoense-sc
3,1494211|ifk goteborg vs if brommapojkarna|DOUBLE_X2|1.91|2026-07-17T17:00:00+00:00,2026-07-17T01:54:28+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1494211,Allsvenskan,IFK Goteborg vs IF Brommapojkarna,IFK Goteborg,IF Brommapojkarna,2026-07-17T17:00:00+00:00,DOUBLE_X2,X2,1.91,66.42,0.2687,0.2687,0.6642,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""da43c791231e55c3066fd876"", ""fixture_id"": 1494211, ""odds_event_id"": """", ""home_team"": ""IFK Goteborg"", ""away_team"": ""IF Brommapojkarna"", ""home"": ""IFK Goteborg"", ""away"": ""IF Brommapojkarna"", ""match_date"": ""2026-07-17T17:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Allsvenskan / Sweden"", ""league"": ""Allsvenskan"", ""country"": ""Sweden"", ""mecz"": ""IFK Goteborg vs IF Brommapojkarna"", ""match"": ""IFK Goteborg vs IF Brommapojkarna"", ""market"": ""DOUBLE_X2"", ""signal"": ""X2"", ""typ"": ""X2"", ""bookmaker"": ""Bet365"", ""odds_api_market"": ""double_chance"", ""closing_outcome_name"": ""Draw/Away"", ""kurs_buk"": 1.91, ""odds"": 1.91, ""kurs_model"": 1.42, ""kurs_bota"": 1.51, ""fair_odds"": 1.51, ""prawd_model"": 0.7065, ""prawd_rynek"": 0.5236, ""prawd_final"": 0.6642, ""confidence"": 66.42, ""xg_probability"": 0.7064933130399723, ""bayesian_probability"": 0.679053347497589, ""ensemble_probability"": 0.6409, ""edge"": 0.2687, ""ev"": 0.2687, ""ev_percent"": 26.87, ""kelly_full"": 0.2952, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.2952, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.45, ""away_xg"": 1.85, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 1.0, ""marza_%"": 0.0, ""risk_level"": ""TOP"", ""ai_risk"": ""MEDIUM"", ""risk"": ""MEDIUM"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.6642173432483123, ""advanced_total_xg"": 3.3, ""advanced_over25_prob"": 97.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 70.02, ""meta_probability"": 65.72, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 23.0, ""ai_pick_score"": 46.58, ""best_pick"": false, ""best_pick_label"": ""STANDARD"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",IFK Goteborg vs IF Brommapojkarna
4,1492297|mirassol vs gremio|DOUBLE_X2|1.86|2026-07-17T23:00:00+00:00,2026-07-17T01:54:28+00:00,2026-07-17T02:02:40+00:00,auto_all_picks.csv,1492297,Serie A,Mirassol vs Gremio,Mirassol,Gremio,2026-07-17T23:00:00+00:00,DOUBLE_X2,X2,1.86,63.37,0.1788,0.1788,0.6337,20.0,OPEN,PENDING,0.0,0.0,,,,,,"{""pick_id"": ""6c16cb82aa3c0871948f37a9"", ""fixture_id"": 1492297, ""odds_event_id"": """", ""home_team"": ""Mirassol"", ""away_team"": ""Gremio"", ""home"": ""Mirassol"", ""away"": ""Gremio"", ""match_date"": ""2026-07-17T23:00:00+00:00"", ""minute"": """", ""score"": ""None-None"", ""data"": ""2026-07-17 04:02"", ""liga"": ""Serie A / Brazil"", ""league"": ""Serie A"", ""country"": ""Brazil"", ""mecz"": ""Mirassol vs Gremio"", ""match"": ""Mirassol vs Gremio"", ""market"": ""DOUBLE_X2"", ""signal"": ""X2"", ""typ"": ""X2"", ""bookmaker"": ""SBO"", ""odds_api_market"": ""double_chance"", ""closing_outcome_name"": ""Draw/Away"", ""kurs_buk"": 1.86, ""odds"": 1.86, ""kurs_model"": 1.51, ""kurs_bota"": 1.58, ""fair_odds"": 1.58, ""prawd_model"": 0.6633, ""prawd_rynek"": 0.5376, ""prawd_final"": 0.6337, ""confidence"": 63.37, ""xg_probability"": 0.6632823738403817, ""bayesian_probability"": 0.6444351790546471, ""ensemble_probability"": 0.6183, ""edge"": 0.1788, ""ev"": 0.1788, ""ev_percent"": 17.88, ""kelly_full"": 0.2079, ""kelly_25"": 0.05, ""stage_kelly_fraction"": 0.2079, ""recommended_stake"": 20.0, ""stake"": 20.0, ""home_xg"": 1.05, ""away_xg"": 1.05, ""tempo_score"": """", ""tempo_level"": ""NO_DATA"", ""pressure"": """", ""momentum"": """", ""tempo_data_verified"": false, ""data_provenance"": ""API_FOOTBALL_FIXTURES+API_FOOTBALL_ODDS+API_FOOTBALL_TEAM_RESULTS"", ""market_movement"": 0.0, ""market_direction"": ""STABLE"", ""market_signal"": ""NO_SIGNAL"", ""clv_percent"": 0, ""clv_status"": ""PENDING_CLV"", ""filter_status"": ""ACCEPTED"", ""filter_reason"": ""ACCEPTED"", ""marza_sum"": 1.0, ""marza_%"": 0.0, ""risk_level"": ""TOP"", ""ai_risk"": ""HIGH"", ""risk"": ""HIGH"", ""sharp_score"": 0, ""sharp_label"": ""NEUTRAL"", ""sharp_signals"": ""NO_SHARP_SIGNAL"", ""stage_a_probability"": 0.6337446253382529, ""advanced_total_xg"": 2.1, ""advanced_over25_prob"": 70.0, ""momentum_score"": 0.0, ""momentum_label"": ""LOW"", ""confidence_calibrated_v2"": 62.17, ""meta_probability"": 62.93, ""meta_weight_model"": 0.3, ""meta_weight_market"": 0.2, ""meta_weight_xg"": 0.2, ""meta_weight_momentum"": 0.15, ""meta_weight_sharp"": 0.15, ""dynamic_stake"": 23.0, ""ai_pick_score"": 40.83, ""best_pick"": false, ""best_pick_label"": ""STANDARD"", ""status"": ""NS"", ""bot_mode"": ""main"", ""bot_label"": ""PREMATCH""}",Mirassol vs Gremio
